,LSOA,Anti Semitic,Disability,Faith,Homophobic,Islamophobic,Racist,Transgender,Total All Incidents
1660,E01001708,,34.0,65.0,,42.0,127.0,,268.0
1661,E01001709,,,124.0,49.0,90.0,153.0,,416.0
1662,E01001710,,28.0,59.0,35.0,35.0,118.0,,275.0
1663,E01001711,,,62.0,78.0,,75.0,,215.0
1664,E01001712,,,,35.0,,136.0,,171.0
1665,E01001713,,42.0,54.0,36.0,38.0,127.0,,297.0
1666,E01001714,315.0,33.0,203.0,26.0,86.0,125.0,,788.0
1667,E01001715,159.0,,54.0,,39.0,35.0,,287.0
1668,E01001716,,,55.0,38.0,47.0,34.0,,174.0
1669,E01001717,160.0,,72.0,95.0,,42.0,42.0,411.0
1670,E01001718,,,57.0,91.0,33.0,75.0,37.0,293.0
1671,E01001719,159.0,,62.0,39.0,48.0,81.0,,389.0
1672,E01001720,315.0,42.0,107.0,35.0,,118.0,,617.0
1673,E01001722,167.0,,65.0,73.0,,79.0,,384.0
1674,E01001723,603.0,36.0,226.0,34.0,156.0,153.0,,1208.0
1675,E01001724,490.0,,243.0,117.0,80.0,149.0,47.0,1126.0
1676,E01001725,460.0,,199.0,,38.0,166.0,,863.0
1677,E01001726,183.0,,59.0,38.0,,66.0,35.0,381.0
1678,E01001727,645.0,,259.0,49.0,,163.0,,1116.0
1679,E01001728,298.0,34.0,189.0,71.0,31.0,193.0,33.0,849.0
1680,E01001729,159.0,44.0,67.0,71.0,31.0,186.0,,558.0
1681,E01001730,164.0,,58.0,36.0,,76.0,,334.0
1682,E01001731,,41.0,143.0,87.0,72.0,170.0,,513.0
1683,E01001732,,,,,,76.0,,76.0
1684,E01001733,,,56.0,83.0,,109.0,,248.0
1685,E01001734,127.0,42.0,185.0,119.0,106.0,144.0,,723.0
1686,E01001735,142.0,38.0,82.0,71.0,36.0,146.0,,515.0
1687,E01001736,,,,39.0,,151.0,,190.0
1688,E01001737,,,53.0,44.0,32.0,80.0,41.0,250.0
1689,E01001738,,,69.0,,41.0,77.0,,187.0
1690,E01001739,147.0,,116.0,151.0,37.0,168.0,,619.0
1691,E01001740,,41.0,58.0,38.0,37.0,124.0,,298.0
1692,E01001741,332.0,,122.0,79.0,36.0,88.0,41.0,698.0
1693,E01001742,300.0,,129.0,48.0,38.0,82.0,,597.0
1694,E01001744,,,64.0,45.0,32.0,110.0,,251.0
1695,E01001745,151.0,45.0,63.0,65.0,50.0,147.0,84.0,605.0
1696,E01001746,,76.0,,94.0,,45.0,,215.0
1697,E01001747,,,115.0,116.0,79.0,150.0,,460.0
1698,E01001748,156.0,71.0,133.0,83.0,36.0,235.0,43.0,757.0
1699,E01001749,,,62.0,36.0,44.0,127.0,,269.0
1700,E01001750,167.0,,58.0,39.0,,125.0,,389.0
1701,E01001751,,,,34.0,,39.0,,73.0
1702,E01001752,,,60.0,81.0,44.0,159.0,,344.0
1703,E01001753,,,61.0,37.0,35.0,80.0,,213.0
1704,E01001754,,,59.0,79.0,45.0,170.0,,353.0
1705,E01001755,147.0,,131.0,46.0,79.0,117.0,,520.0
1706,E01001756,146.0,,120.0,30.0,36.0,113.0,40.0,485.0
1707,E01001757,,,,,,74.0,,74.0
1708,E01001758,,42.0,111.0,78.0,95.0,87.0,37.0,450.0
1709,E01001759,,,122.0,173.0,78.0,112.0,,485.0
1710,E01001760,344.0,105.0,189.0,86.0,78.0,197.0,,999.0
1711,E01001761,169.0,32.0,61.0,93.0,,125.0,,480.0
1712,E01001762,339.0,,123.0,72.0,36.0,149.0,46.0,765.0
1713,E01001763,,,61.0,85.0,43.0,124.0,,313.0
1714,E01001764,,35.0,57.0,72.0,39.0,81.0,,284.0
1715,E01001765,,,67.0,83.0,44.0,83.0,,277.0
1716,E01001767,146.0,29.0,123.0,37.0,37.0,75.0,,447.0
1717,E01001768,,,,72.0,,110.0,40.0,222.0
1718,E01001769,150.0,,59.0,81.0,42.0,121.0,,453.0
1719,E01001770,468.0,36.0,249.0,42.0,111.0,126.0,,1032.0
1720,E01001772,,,,81.0,,102.0,,183.0
1721,E01001773,143.0,,170.0,83.0,104.0,107.0,39.0,646.0
1722,E01001774,,,189.0,62.0,80.0,119.0,,450.0
1723,E01001775,,117.0,63.0,74.0,42.0,113.0,,409.0
1724,E01001776,,38.0,,34.0,,81.0,40.0,193.0
1725,E01001777,163.0,32.0,64.0,125.0,41.0,122.0,37.0,584.0
1726,E01001779,157.0,,161.0,87.0,47.0,170.0,,622.0
1727,E01001780,,36.0,60.0,72.0,33.0,128.0,74.0,403.0
1728,E01001781,166.0,32.0,188.0,81.0,77.0,69.0,,613.0
1729,E01001782,,73.0,52.0,41.0,36.0,121.0,82.0,405.0
1730,E01001783,,42.0,59.0,72.0,39.0,122.0,,334.0
1731,E01001784,,,64.0,38.0,,113.0,,215.0
1732,E01001785,,,53.0,,37.0,150.0,,240.0
1733,E01001786,,33.0,64.0,39.0,38.0,125.0,,299.0
1734,E01001787,,,,36.0,,138.0,,174.0
1735,E01001788,155.0,,67.0,39.0,,155.0,,416.0
1736,E01001789,,,78.0,77.0,39.0,80.0,,274.0
1737,E01001790,,41.0,61.0,,45.0,86.0,,233.0
1738,E01001791,,,,,,36.0,,36.0
1739,E01001792,285.0,43.0,170.0,112.0,84.0,139.0,41.0,874.0
1740,E01001793,,,,45.0,,73.0,,118.0
1741,E01001794,165.0,34.0,127.0,34.0,85.0,111.0,,556.0
1742,E01001795,,,83.0,49.0,33.0,71.0,,236.0
1743,E01001796,154.0,41.0,50.0,74.0,,145.0,,464.0
1744,E01001798,292.0,34.0,173.0,45.0,78.0,102.0,,724.0
1745,E01001799,303.0,,139.0,72.0,,74.0,,588.0
1746,E01001800,487.0,,179.0,42.0,41.0,193.0,76.0,1018.0
1747,E01001801,146.0,,60.0,81.0,,82.0,,369.0
1748,E01001802,624.0,,253.0,39.0,,160.0,,1076.0
1749,E01001803,646.0,32.0,268.0,124.0,,148.0,,1218.0
1750,E01001804,315.0,34.0,106.0,44.0,,81.0,,580.0
1751,E01001805,151.0,,71.0,37.0,34.0,83.0,,376.0
1752,E01001806,319.0,,112.0,119.0,86.0,73.0,127.0,836.0
1753,E01001807,471.0,,172.0,,,114.0,,757.0
1754,E01001808,647.0,,243.0,73.0,78.0,239.0,,1280.0
1755,E01001809,659.0,33.0,244.0,40.0,,166.0,,1142.0
1756,E01001811,314.0,,170.0,,38.0,154.0,,676.0
1757,E01001812,520.0,,194.0,36.0,,125.0,,875.0
1758,E01001813,329.0,,106.0,79.0,38.0,156.0,,708.0
1759,E01001814,435.0,,166.0,79.0,33.0,142.0,,855.0
1760,E01001815,,,,46.0,,83.0,,129.0
1761,E01001816,,35.0,57.0,73.0,40.0,165.0,,370.0
1762,E01001819,,,,82.0,,132.0,,214.0
1763,E01001820,144.0,,60.0,122.0,,119.0,,445.0
1764,E01001821,,29.0,,,,80.0,,109.0
1765,E01001822,478.0,34.0,188.0,40.0,,114.0,,854.0
1766,E01001823,165.0,40.0,122.0,43.0,,134.0,,504.0
1767,E01001824,804.0,,298.0,,44.0,194.0,,1340.0
1768,E01001825,445.0,,201.0,,,129.0,,775.0
1769,E01001826,829.0,,318.0,39.0,75.0,176.0,,1437.0
1770,E01001827,165.0,,72.0,,44.0,82.0,,363.0
1771,E01001828,132.0,,135.0,41.0,41.0,151.0,,500.0
1772,E01001829,,,,40.0,,123.0,39.0,202.0
1773,E01001830,282.0,36.0,107.0,150.0,78.0,191.0,47.0,891.0
1774,E01001831,783.0,,297.0,84.0,39.0,192.0,40.0,1435.0
1775,E01001832,300.0,,196.0,34.0,35.0,126.0,,691.0
1776,E01001833,,,50.0,,,103.0,36.0,189.0
1777,E01001834,,,134.0,77.0,78.0,110.0,40.0,439.0
1778,E01001835,,,46.0,82.0,37.0,65.0,47.0,277.0
1779,E01001836,,,138.0,81.0,87.0,78.0,,384.0
1780,E01001837,290.0,,110.0,77.0,48.0,87.0,,612.0
1781,E01001838,,,,85.0,,72.0,,157.0
1782,E01001839,147.0,,113.0,44.0,86.0,209.0,33.0,632.0
1783,E01001840,,,76.0,91.0,43.0,35.0,,245.0
1784,E01001841,,,63.0,39.0,39.0,87.0,,228.0
1785,E01001842,,,,73.0,,80.0,37.0,190.0
1786,E01001843,146.0,,55.0,,,77.0,,278.0
1787,E01001844,,,132.0,78.0,85.0,153.0,,448.0
1788,E01001845,,33.0,,,,81.0,,114.0
1789,E01001846,,,70.0,35.0,35.0,81.0,,221.0
1790,E01001847,,,62.0,77.0,39.0,127.0,,305.0
1791,E01001848,172.0,76.0,118.0,79.0,77.0,150.0,38.0,710.0
1792,E01001849,150.0,34.0,63.0,82.0,42.0,112.0,,483.0
1793,E01001850,,87.0,,44.0,,84.0,,215.0
1794,E01001851,,35.0,61.0,,30.0,87.0,,213.0
1795,E01001852,,,79.0,85.0,42.0,87.0,,293.0
1796,E01001853,,38.0,,40.0,,124.0,40.0,242.0
1797,E01001854,,,72.0,82.0,48.0,80.0,,282.0
1798,E01001855,,,50.0,36.0,,43.0,,129.0
1799,E01001856,,33.0,192.0,34.0,110.0,172.0,39.0,580.0
1800,E01001857,141.0,108.0,128.0,109.0,80.0,128.0,40.0,734.0
1801,E01001858,,70.0,67.0,41.0,39.0,44.0,,261.0
1802,E01001859,302.0,,125.0,75.0,38.0,72.0,,612.0
1803,E01001860,,36.0,126.0,44.0,74.0,154.0,38.0,472.0
1804,E01001861,,,,50.0,,69.0,39.0,158.0
1805,E01001862,,38.0,54.0,76.0,37.0,165.0,,370.0
1806,E01001863,,,,77.0,,72.0,,149.0
1807,E01001864,,,,80.0,,83.0,,163.0
1808,E01001865,,,57.0,45.0,,80.0,,182.0
1809,E01001866,,,61.0,78.0,46.0,166.0,39.0,390.0
1810,E01001867,,,,33.0,,39.0,,72.0
1811,E01001868,,70.0,129.0,79.0,90.0,74.0,44.0,486.0
1812,E01001869,,43.0,205.0,37.0,39.0,137.0,,461.0
1813,E01001870,,34.0,64.0,35.0,41.0,116.0,,290.0
1814,E01001871,166.0,41.0,115.0,37.0,,37.0,,396.0
1815,E01001872,,36.0,60.0,84.0,38.0,79.0,,297.0
1816,E01001873,,,66.0,37.0,46.0,88.0,37.0,274.0
1817,E01001874,,37.0,112.0,156.0,76.0,153.0,,534.0
1818,E01001875,,,170.0,39.0,74.0,119.0,,402.0
1819,E01001876,180.0,36.0,120.0,86.0,82.0,80.0,,584.0
1820,E01001877,313.0,,180.0,32.0,118.0,117.0,,760.0
1821,E01001878,,,,,,152.0,,152.0
1822,E01001879,,,72.0,67.0,39.0,121.0,,299.0
1823,E01001880,146.0,77.0,115.0,78.0,39.0,164.0,,619.0
1824,E01001881,,74.0,106.0,74.0,77.0,199.0,,530.0
1825,E01001882,,42.0,55.0,,29.0,70.0,,196.0
1826,E01001883,,,60.0,,,93.0,,153.0
1827,E01001884,,76.0,,39.0,,119.0,,234.0
1828,E01001885,156.0,,55.0,35.0,,76.0,,322.0
1829,E01001886,,,,45.0,,42.0,41.0,128.0
1830,E01001887,,39.0,60.0,81.0,47.0,122.0,,349.0
1831,E01001888,,,60.0,34.0,36.0,83.0,,213.0
1832,E01001889,,36.0,116.0,34.0,78.0,123.0,,387.0
1833,E01001890,127.0,101.0,185.0,89.0,72.0,161.0,,735.0
1834,E01001891,,34.0,122.0,77.0,81.0,75.0,43.0,432.0
1835,E01001892,160.0,67.0,61.0,86.0,,118.0,,492.0
1836,E01001893,,,68.0,67.0,39.0,65.0,,239.0
1837,E01001894,186.0,,65.0,42.0,39.0,159.0,,491.0
1838,E01001895,,,57.0,,42.0,78.0,,177.0
1839,E01001896,,35.0,,40.0,,77.0,40.0,192.0
1840,E01001897,,,57.0,74.0,44.0,122.0,,297.0
1841,E01001898,461.0,77.0,187.0,129.0,73.0,215.0,43.0,1185.0
1842,E01001899,156.0,35.0,62.0,203.0,40.0,135.0,,631.0
1843,E01001900,,,120.0,71.0,40.0,125.0,37.0,393.0
1844,E01001901,,33.0,75.0,,,132.0,36.0,276.0
1845,E01001902,,38.0,51.0,35.0,36.0,126.0,,286.0
1846,E01001903,,46.0,151.0,86.0,85.0,122.0,,490.0
1847,E01001904,154.0,35.0,123.0,,78.0,86.0,,476.0
1848,E01001905,,44.0,,,,30.0,,74.0
1849,E01001906,,35.0,,83.0,,81.0,40.0,239.0
1850,E01001907,,,,45.0,,120.0,,165.0
1851,E01001908,175.0,,52.0,43.0,41.0,112.0,,423.0
1852,E01001909,,,124.0,39.0,91.0,124.0,,378.0
1853,E01001910,,42.0,,43.0,,115.0,,200.0
1854,E01001911,,,116.0,121.0,79.0,80.0,,396.0
1855,E01001912,,,59.0,88.0,46.0,123.0,90.0,406.0
1856,E01001913,,37.0,,36.0,,78.0,,151.0
1857,E01001914,161.0,,57.0,74.0,45.0,161.0,,498.0
1858,E01001915,307.0,,133.0,78.0,44.0,138.0,,700.0
1859,E01001916,,40.0,,38.0,,72.0,,150.0
1860,E01001917,,34.0,66.0,42.0,,82.0,,224.0
1861,E01001918,127.0,,63.0,,27.0,89.0,,306.0
1862,E01001919,142.0,40.0,64.0,36.0,,75.0,,357.0
1863,E01001920,466.0,36.0,182.0,39.0,78.0,156.0,43.0,1000.0
1864,E01001921,,34.0,58.0,78.0,42.0,169.0,,381.0
1865,E01001922,,39.0,64.0,82.0,,72.0,,257.0
1866,E01001923,,,,39.0,,83.0,,122.0
1867,E01001924,,,57.0,,39.0,84.0,,180.0
1868,E01001925,,,,,,74.0,,74.0
1869,E01001926,,39.0,56.0,,32.0,77.0,,204.0
1870,E01001927,,,71.0,,31.0,34.0,,136.0
1871,E01001928,,,136.0,34.0,78.0,112.0,45.0,405.0
1872,E01001929,,,,39.0,,115.0,,154.0
1873,E01001930,,,62.0,80.0,42.0,126.0,,310.0
1874,E01001931,,38.0,,76.0,,111.0,,225.0
1875,E01001932,154.0,,133.0,34.0,37.0,162.0,71.0,591.0
1876,E01001933,163.0,45.0,120.0,42.0,40.0,124.0,,534.0
1877,E01001934,,78.0,131.0,90.0,81.0,117.0,,497.0
1878,E01001935,,,56.0,44.0,,66.0,35.0,201.0
1879,E01001937,,37.0,,,,71.0,,108.0
1880,E01001938,,77.0,,37.0,,83.0,,197.0
1881,E01001939,164.0,41.0,67.0,131.0,,182.0,,585.0
1882,E01001940,,,54.0,36.0,38.0,128.0,,256.0
1883,E01001941,151.0,39.0,71.0,85.0,37.0,191.0,43.0,617.0
1884,E01001942,,62.0,117.0,90.0,76.0,80.0,,425.0
1885,E01001943,307.0,71.0,186.0,146.0,129.0,190.0,117.0,1146.0
1886,E01001944,,36.0,123.0,76.0,78.0,173.0,,486.0
1887,E01001945,,,235.0,43.0,112.0,154.0,,544.0
1888,E01001946,,,62.0,74.0,42.0,146.0,,324.0
1889,E01001947,,,53.0,73.0,44.0,85.0,,255.0
1890,E01001948,,,,43.0,,81.0,40.0,164.0
1891,E01001949,,,,,,37.0,,37.0
1892,E01001950,,,121.0,83.0,74.0,80.0,,358.0
1893,E01001951,153.0,38.0,62.0,39.0,41.0,83.0,,416.0
1894,E01001952,,,127.0,83.0,40.0,121.0,,371.0
1895,E01001953,166.0,,66.0,89.0,40.0,124.0,,485.0
1896,E01001954,170.0,41.0,64.0,82.0,40.0,132.0,,529.0
1897,E01001955,155.0,115.0,109.0,82.0,74.0,120.0,,655.0
1898,E01001956,,,62.0,,35.0,80.0,,177.0
1899,E01001957,147.0,,124.0,,40.0,119.0,,430.0
1900,E01001958,,45.0,64.0,81.0,40.0,79.0,,309.0
1901,E01001959,,45.0,133.0,84.0,78.0,120.0,,460.0
1902,E01001960,160.0,34.0,52.0,85.0,,162.0,,493.0
1903,E01001961,,,68.0,43.0,43.0,110.0,,264.0
1904,E01001962,,,48.0,,40.0,41.0,,129.0
1905,E01001963,336.0,,128.0,,,125.0,,589.0
1906,E01001964,301.0,,191.0,40.0,86.0,170.0,,788.0
1907,E01001965,177.0,,55.0,,,35.0,,267.0
1908,E01001966,317.0,41.0,126.0,91.0,48.0,154.0,,777.0
1909,E01001967,167.0,,120.0,38.0,34.0,89.0,,448.0
1910,E01001968,,,,,,165.0,,165.0
1911,E01001969,,,129.0,80.0,79.0,157.0,32.0,477.0
1912,E01001970,188.0,,66.0,79.0,,164.0,,497.0
1913,E01001971,169.0,,63.0,80.0,40.0,126.0,,478.0
1914,E01001972,,,,,,144.0,,144.0
1915,E01001973,,,,37.0,,116.0,,153.0
1916,E01001974,,,57.0,39.0,39.0,111.0,,246.0
1917,E01001975,,36.0,67.0,35.0,36.0,149.0,,323.0
1918,E01001976,,64.0,68.0,35.0,,86.0,,253.0
1919,E01001977,,,58.0,47.0,37.0,82.0,,224.0
1920,E01001978,,,63.0,84.0,41.0,120.0,,308.0
1921,E01001979,164.0,79.0,57.0,46.0,31.0,153.0,,530.0
1922,E01001980,,,55.0,124.0,50.0,171.0,,400.0
1923,E01001981,,,128.0,40.0,79.0,156.0,,403.0
1924,E01001982,,,61.0,79.0,35.0,187.0,,362.0
1925,E01001983,,37.0,,86.0,,134.0,,257.0
1926,E01001984,163.0,33.0,61.0,43.0,,110.0,,410.0
1927,E01001985,,85.0,,,,48.0,,133.0
1928,E01001986,167.0,,66.0,50.0,,89.0,,372.0
1929,E01001987,158.0,38.0,131.0,46.0,,80.0,,453.0
1930,E01001988,159.0,40.0,127.0,,44.0,45.0,,415.0
1931,E01001989,,38.0,,39.0,,79.0,,156.0
1932,E01001990,,65.0,199.0,44.0,125.0,144.0,,577.0
1933,E01001991,151.0,,68.0,,,120.0,,339.0
1934,E01001992,,,,,,46.0,,46.0
1935,E01001993,,41.0,,39.0,,86.0,,166.0
1936,E01001994,322.0,,137.0,,36.0,79.0,,574.0
1937,E01001995,174.0,,55.0,39.0,,44.0,,312.0
1938,E01001996,446.0,,186.0,40.0,,135.0,,807.0
1939,E01001997,159.0,,123.0,83.0,81.0,117.0,,563.0
1940,E01001998,,33.0,115.0,75.0,40.0,38.0,,301.0
1941,E01001999,,,59.0,71.0,40.0,112.0,40.0,322.0
1942,E01002000,,,,40.0,,44.0,40.0,124.0
1943,E01002001,,,,,,77.0,,77.0
1944,E01002002,160.0,45.0,57.0,35.0,40.0,190.0,,527.0
1945,E01002003,,,126.0,38.0,81.0,121.0,39.0,405.0
1946,E01002004,,,128.0,41.0,47.0,84.0,,300.0
1947,E01002005,,,76.0,40.0,33.0,75.0,,224.0
1948,E01002006,144.0,,70.0,,,42.0,,256.0
1949,E01002007,164.0,,129.0,42.0,41.0,41.0,,417.0
1950,E01002008,314.0,,131.0,39.0,41.0,171.0,,696.0
1951,E01002009,168.0,,49.0,,42.0,209.0,,468.0
1952,E01002010,163.0,,61.0,45.0,,77.0,,346.0
1953,E01002011,,,54.0,88.0,39.0,74.0,,255.0
1954,E01002013,,,,129.0,,89.0,,218.0
1955,E01002014,,,60.0,117.0,37.0,105.0,46.0,365.0
1956,E01002015,,33.0,,79.0,,42.0,,154.0
1957,E01002016,,,117.0,39.0,80.0,90.0,,326.0
1958,E01002017,133.0,,127.0,122.0,39.0,113.0,40.0,574.0
1959,E01002018,287.0,36.0,133.0,52.0,,130.0,,638.0
1960,E01002019,165.0,,67.0,79.0,,115.0,,426.0
1961,E01002020,,80.0,67.0,39.0,39.0,80.0,43.0,348.0
1962,E01002021,149.0,,71.0,,,87.0,,307.0
1963,E01002022,148.0,36.0,120.0,74.0,78.0,124.0,39.0,619.0
1964,E01002023,,,,72.0,,72.0,,144.0
1965,E01002024,155.0,,65.0,,,83.0,,303.0
1966,E01002025,,,,,,62.0,,62.0
1967,E01002026,168.0,29.0,184.0,85.0,117.0,209.0,32.0,824.0
1968,E01002027,,37.0,,,,80.0,,117.0
1969,E01002028,342.0,37.0,117.0,41.0,49.0,159.0,,745.0
1970,E01002029,151.0,28.0,191.0,113.0,101.0,203.0,44.0,831.0
1971,E01002030,,38.0,,42.0,,154.0,36.0,270.0
1972,E01002031,,40.0,123.0,80.0,41.0,149.0,,433.0
1973,E01002032,,40.0,64.0,42.0,44.0,86.0,,276.0
1974,E01002033,,36.0,57.0,117.0,41.0,85.0,,336.0
1975,E01002034,443.0,36.0,196.0,120.0,76.0,172.0,40.0,1083.0
1976,E01002036,,35.0,63.0,82.0,36.0,72.0,,288.0
1977,E01002037,,,61.0,41.0,44.0,160.0,43.0,349.0
1978,E01002038,324.0,,122.0,43.0,,188.0,,677.0
1979,E01002039,,,63.0,38.0,34.0,118.0,,253.0
1980,E01002040,161.0,,58.0,40.0,,164.0,,423.0
1981,E01002041,,,122.0,44.0,44.0,155.0,46.0,411.0
1982,E01002042,,,48.0,80.0,38.0,136.0,,302.0
1983,E01002043,160.0,,57.0,122.0,37.0,163.0,43.0,582.0
1984,E01002044,156.0,,233.0,123.0,159.0,73.0,,744.0
1985,E01002045,,36.0,139.0,78.0,73.0,159.0,,485.0
1986,E01002046,130.0,,108.0,82.0,83.0,172.0,,575.0
1987,E01002047,,37.0,202.0,44.0,72.0,85.0,,440.0
1988,E01002048,,44.0,,40.0,,77.0,,161.0
1989,E01002049,,42.0,,30.0,,81.0,,153.0
1990,E01002050,374.0,,110.0,48.0,,125.0,,657.0
1991,E01002051,605.0,,222.0,42.0,42.0,202.0,31.0,1144.0
1992,E01002052,479.0,,186.0,,34.0,107.0,,806.0
1993,E01002053,325.0,33.0,123.0,79.0,,114.0,,674.0
1994,E01002054,163.0,37.0,54.0,70.0,36.0,114.0,,474.0
1995,E01002055,171.0,33.0,69.0,,,166.0,,439.0
1996,E01002056,449.0,,203.0,130.0,,158.0,,940.0
1997,E01002057,156.0,,119.0,81.0,31.0,171.0,75.0,633.0
1998,E01002058,,38.0,59.0,80.0,39.0,120.0,39.0,375.0
1999,E01002059,,,,,,41.0,,41.0
2000,E01002060,,42.0,,35.0,,123.0,,200.0
2001,E01002061,,,,51.0,,84.0,,135.0
2002,E01002062,318.0,,141.0,40.0,31.0,83.0,,613.0
2003,E01002063,,40.0,,74.0,,154.0,36.0,304.0
2004,E01002064,153.0,32.0,66.0,71.0,,125.0,,447.0
2005,E01002065,,41.0,,39.0,,151.0,,231.0
2006,E01002066,313.0,,155.0,115.0,76.0,155.0,42.0,856.0
2007,E01002067,,42.0,112.0,40.0,73.0,122.0,40.0,429.0
2008,E01002068,295.0,,122.0,162.0,80.0,159.0,,818.0
2009,E01002069,,,180.0,75.0,129.0,199.0,81.0,664.0
2010,E01002070,,32.0,185.0,76.0,136.0,86.0,39.0,554.0
2011,E01002071,156.0,40.0,62.0,116.0,37.0,121.0,39.0,571.0
2012,E01002072,302.0,38.0,231.0,74.0,121.0,144.0,,910.0
2013,E01002073,171.0,,196.0,89.0,42.0,107.0,,605.0
2014,E01002074,,33.0,53.0,76.0,47.0,157.0,40.0,406.0
2015,E01002075,,,,80.0,,126.0,,206.0
2016,E01002076,,39.0,71.0,34.0,,131.0,,275.0
2017,E01002077,135.0,,185.0,40.0,76.0,167.0,30.0,633.0
2018,E01002078,,,59.0,82.0,34.0,133.0,,308.0
2019,E01002079,168.0,,66.0,40.0,40.0,80.0,,394.0
2020,E01002080,170.0,32.0,61.0,82.0,35.0,112.0,,492.0
2021,E01002081,,29.0,122.0,39.0,75.0,219.0,,484.0
2022,E01002082,164.0,77.0,121.0,71.0,34.0,116.0,,583.0
2023,E01002083,,,,,,76.0,,76.0
2024,E01002084,,34.0,63.0,50.0,42.0,170.0,,359.0
2025,E01002085,146.0,32.0,119.0,42.0,78.0,198.0,,615.0
2026,E01002086,,,71.0,,,158.0,,229.0
2027,E01002087,325.0,36.0,175.0,32.0,73.0,107.0,41.0,789.0
2028,E01002088,,39.0,118.0,42.0,82.0,167.0,,448.0
2029,E01002089,,46.0,52.0,79.0,,73.0,,250.0
2030,E01002090,,,,,,75.0,,75.0
2031,E01002091,,,,34.0,,79.0,,113.0
2032,E01002092,143.0,,62.0,,47.0,35.0,42.0,329.0
2033,E01002093,,,119.0,37.0,42.0,122.0,34.0,354.0
2034,E01002094,,44.0,55.0,,38.0,165.0,48.0,350.0
2035,E01002095,182.0,,119.0,85.0,77.0,117.0,,580.0
2036,E01002096,156.0,,51.0,40.0,,121.0,,368.0
2037,E01002097,,39.0,174.0,,79.0,176.0,,468.0
2038,E01002098,,,227.0,81.0,113.0,157.0,,578.0
2039,E01002099,,38.0,59.0,71.0,50.0,134.0,,352.0
2040,E01002100,,40.0,124.0,76.0,38.0,101.0,40.0,419.0
2041,E01002101,,,,33.0,,80.0,,113.0
2042,E01002102,,,131.0,42.0,84.0,78.0,,335.0
2043,E01002103,155.0,,129.0,41.0,80.0,68.0,,473.0
2044,E01002104,,,,39.0,,83.0,,122.0
2045,E01002105,174.0,,139.0,90.0,34.0,174.0,39.0,650.0
2046,E01002106,,,,,,143.0,,143.0
2047,E01002107,141.0,,125.0,,41.0,77.0,,384.0
2048,E01002108,,,,,,41.0,,41.0
2049,E01002109,469.0,,192.0,,77.0,121.0,,859.0
2050,E01002110,164.0,,63.0,,,37.0,,264.0
2051,E01002111,156.0,,111.0,,41.0,86.0,,394.0
2052,E01002112,645.0,,261.0,45.0,36.0,153.0,,1140.0
2053,E01002113,324.0,,124.0,,38.0,76.0,,562.0
2054,E01002114,611.0,,240.0,,76.0,142.0,,1069.0
2055,E01002115,153.0,,76.0,,,80.0,,309.0
2056,E01002116,320.0,,131.0,,,123.0,,574.0
2057,E01002117,307.0,,124.0,96.0,,150.0,,677.0
2058,E01002118,143.0,,187.0,,,112.0,,442.0
2059,E01002119,148.0,,200.0,,130.0,175.0,,653.0
2060,E01002120,146.0,,133.0,,41.0,163.0,,483.0
2061,E01002121,,,59.0,,46.0,79.0,,184.0
2062,E01002122,,,58.0,,43.0,33.0,,134.0
2063,E01002123,149.0,,65.0,39.0,,140.0,,393.0
2064,E01002124,,,,46.0,,82.0,,128.0
2065,E01002125,,,67.0,34.0,47.0,83.0,44.0,275.0
2066,E01002126,,34.0,60.0,83.0,39.0,148.0,,364.0
2067,E01002127,,37.0,131.0,,76.0,69.0,,313.0
2068,E01002128,,,139.0,,78.0,116.0,,333.0
2069,E01002129,,33.0,112.0,81.0,83.0,243.0,40.0,592.0
2070,E01002130,313.0,119.0,288.0,80.0,153.0,183.0,,1136.0
2071,E01002131,,35.0,133.0,,44.0,160.0,,372.0
2072,E01002132,147.0,,61.0,32.0,,118.0,,358.0
2073,E01002133,165.0,,127.0,79.0,84.0,158.0,,613.0
2074,E01002134,,30.0,,,,118.0,,148.0
2075,E01002135,,,67.0,42.0,50.0,152.0,,311.0
2076,E01002136,,,125.0,80.0,84.0,163.0,,452.0
2077,E01002137,171.0,,59.0,,,108.0,,338.0
2078,E01002138,,,,,,77.0,,77.0
2079,E01002139,,,62.0,43.0,43.0,117.0,42.0,307.0
2080,E01002140,,,59.0,36.0,44.0,85.0,,224.0
2081,E01002141,,,51.0,,34.0,76.0,,161.0
2082,E01002142,166.0,,57.0,43.0,,131.0,,397.0
2083,E01002143,150.0,,69.0,40.0,,80.0,,339.0
2084,E01002144,162.0,31.0,74.0,32.0,41.0,127.0,,467.0
2085,E01002145,168.0,,55.0,,,72.0,,295.0
2086,E01002146,,,49.0,38.0,41.0,82.0,,210.0
2087,E01002147,161.0,,55.0,,,77.0,,293.0
2088,E01002148,,,53.0,33.0,36.0,72.0,,194.0
2089,E01002150,143.0,38.0,128.0,35.0,43.0,113.0,,500.0
2090,E01002151,,,,,,109.0,37.0,146.0
2091,E01002152,458.0,,185.0,,42.0,125.0,,810.0
2092,E01002153,,,56.0,,37.0,38.0,,131.0
2093,E01002154,147.0,,138.0,46.0,35.0,101.0,,467.0
2094,E01002155,,,,70.0,,,,70.0
2095,E01002156,,,,,,69.0,,69.0
2096,E01002157,,,66.0,49.0,46.0,151.0,,312.0
